org_id,org_name,url,hgnc_id,symbol,orphacode,country,org_type,registry_platform,registry_url,natural_history_study,data_elements_documented,irb_status,maturity_stage,coalitions,contact,status,source,reviewed_by,review_date,notes
,Niemann-Pick Disease Group,,HGNC:7897,NPC1,216972;216975;216978;216981;216986,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureNURR1,https://www.curenurr1.org/,HGNC:7981,NR4A2,1617;660012;98808,,foundation,,https://www.citizen.health/ai-advocate/curenurr1,,,,,,,candidate,epilepsylive_orgs,,,
,NR4A2 PAG,,HGNC:7981,NR4A2,1617;660012;98808,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,NUS1 Foundation,https://www.nus1foundation.org/,HGNC:21042,NUS1,442835,,foundation,,https://www.nus1foundation.org/patientregistry,,,,,,,candidate,epilepsylive_orgs,,,
,PACS1 Foundation,,HGNC:30032,PACS1,329224,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PACS2 Research Foundation,,HGNC:23794,PACS2,442835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ANA,,HGNC:8620,PAX6,1065;2253;2334;250923;35737;708;893;98942;98943;98944;98945;98946;98947,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,IWSA,,HGNC:8620,PAX6,1065;2253;2334;250923;35737;708;893;98942;98943;98944;98945;98946;98947,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PHF21A Facebook group,,HGNC:24156,PHF21A,52022,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Maggie's Cure,,HGNC:9115,PMM2,79318,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,White Sutton Syndrome Foundation,,HGNC:18801,POGZ,468678,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PolG Foundation,,HGNC:9180,POLG2,254892,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PPP2R5D Foundation,,HGNC:9302,PPP2R1A,457284,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PPP2R5D Foundation,,HGNC:9311,PPP2R5C,726667,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,PPP3CA Hope Foundation,,HGNC:9314,PPP3CA,442835;565858,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Warburg Micro Foundation,,HGNC:14244,RAB18,2510,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Warburg Micro Foundation,,HGNC:17063,RAB3GAP1,1387;2510,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Warburg Micro Foundation,,HGNC:17168,RAB3GAP2,1387;2510;401830,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureARS,,HGNC:21406,RARS2,166073,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,United Mitochondrial Disease Foundation,,HGNC:21406,RARS2,166073,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community - RERE Facebook Group,,HGNC:9965,RERE,1606;494344,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,RORB Facebook group,,HGNC:10259,RORB,,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community (5),,HGNC:25566,SETD5,1620;528084,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Coffin Siris Syndrome Facebook support group,,HGNC:11103,SMARCB1,1465;231108;2495;263662;93921;99966,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Coffin Siris Syndrome Facebook support group,,HGNC:11105,SMARCC2,1465,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Coffin-Siris Syndrome Foundation,,HGNC:11105,SMARCC2,1465,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community (6),,HGNC:11105,SMARCC2,1465,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Parents and Researchers Interested in Smith-Magenis Syndrome,,HGNC:11123,SMS,3063,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Snap25 Foundation,,HGNC:11132,SNAP25,716903,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ZTTK SON-Shine Foundation,,HGNC:11183,SON,500150,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,STAG1 Gene Foundation,,HGNC:11354,STAG1,502434,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure Mito,,HGNC:11474,SURF1,391351,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BAGOS Foundation,,HGNC:11509,SYT1,522077,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,TANC2 Facebook group,,HGNC:30212,TANC2,528084,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,TANC2 - Private Facebook group,,HGNC:30212,TANC2,528084,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,TAOK1 Facebook group,,HGNC:29259,TAOK1,178469,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,United Mitochondrial Disease Foundation,,HGNC:30740,TARS2,420733,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,TBCD Foundation,,HGNC:11581,TBCD,496641,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight TLK2 Facebook community,,HGNC:11842,TLK2,720321,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Progetto Flavia,,HGNC:12525,UGDH,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,UGDH Foundation,,HGNC:12525,UGDH,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,UGDH Italia,,HGNC:12525,UGDH,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight UPF3B Facebook community,,HGNC:20439,UPF3B,776;777,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Raging Raymond Foundation,,HGNC:12643,VAMP2,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,United Mitochondrial Disease Foundation,,HGNC:12730,WARS2,238455;572798,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
